hour_of_the_year;hour_of_the_day;day;electricity_consumption
2257;1;95;0.469376
2258;2;95;0.35319275
2259;3;95;0.2841465
2260;4;95;0.266053
2261;5;95;0.26805075
2262;6;95;0.3387405
2263;7;95;0.392442
2264;8;95;0.278957
2265;9;95;0.27393525
2266;10;95;0.30762125
2267;11;95;0.28553975
2268;12;95;0.27926275
2269;13;95;0.26528125
2270;14;95;0.28463325
2271;15;95;0.27860125
2272;16;95;0.8804505
2273;17;95;0.39551725
2274;18;95;0.533027
2275;19;95;0.65220175
2276;20;95;0.604932
2277;21;95;0.64729425
2278;22;95;0.81904
2279;23;95;0.65664425
2280;24;95;0.43647325
