hour_of_the_year;hour_of_the_day;day;pv_generation
1609;1;68;0.0
1610;2;68;0.0
1611;3;68;0.0
1612;4;68;0.0
1613;5;68;0.0
1614;6;68;0.0
1615;7;68;0.308
1616;8;68;1.058
1617;9;68;2.121
1618;10;68;2.633
1619;11;68;2.626
1620;12;68;2.483
1621;13;68;2.006
1622;14;68;1.639
1623;15;68;1.277
1624;16;68;0.538
1625;17;68;0.073
1626;18;68;0.0
1627;19;68;0.0
1628;20;68;0.0
1629;21;68;0.0
1630;22;68;0.0
1631;23;68;0.0
1632;24;68;0.0
